CPT_id	rootSource	name	obsolete	atomCount	concepts
73600	CPT	Radiologic examination, ankle; 2 views	False	11	C3866425;C3866427;C3866429;C3515849;C2061515;C3866426;C3866428
73610	CPT	Radiologic examination, ankle; complete, minimum of 3 views	False	9	C3866421;C0373188;C3866422;C3866424;C3866423;C3515850
73620	CPT	Radiologic examination, foot; 2 views	False	8	C3866419;C3866420;C0203289;C3853595
73630	CPT	Radiologic examination, foot; complete, minimum of 3 views	False	6	C0203290;C3866418;C3515852
73650	CPT	Radiologic examination; calcaneus, minimum of 2 views	False	6	C0203292;C2322419;C3515853
73660	CPT	Radiologic examination; toe(s), minimum of 2 views	False	13	C3866414;C3866417;C0203294;C3866416;C3866415
73700	CPT	Computed tomography, lower extremity; without contrast material	False	5	C0203295;C5696142;C5411017
73701	CPT	Computed tomography, lower extremity; with contrast material(s)	False	5	C5696143;C5411018;C3840192
73702	CPT	Computed tomography, lower extremity; without contrast material, followed by contrast material(s) and further sections	False	5	C5696144;C0203297;C5411019
73706	CPT	Computed tomographic angiography, lower extremity, with contrast material(s), including noncontrast images, if performed, and image postprocessing	False	6	C5411021;C3703815;C5411020;C0918158
73718	CPT	Magnetic resonance (eg, proton) imaging, lower extremity other than joint; without contrast material(s)	False	7	C5696145;C5411023;C5411024;C5411022;C0918159
73719	CPT	Magnetic resonance (eg, proton) imaging, lower extremity other than joint; with contrast material(s)	False	7	C3515858;C5411026;C5411027;C5411025;C0918160
73720	CPT	Magnetic resonance (eg, proton) imaging, lower extremity other than joint; without contrast material(s), followed by contrast material(s) and further sequences	False	7	C0203299;C3515859;C5411028;C5411029;C5411030
73721	CPT	Magnetic resonance (eg, proton) imaging, any joint of lower extremity; without contrast material	False	9	C5411035;C5696146;C5411032;C5411031;C5411033;C5411034;C0373190
73722	CPT	Magnetic resonance (eg, proton) imaging, any joint of lower extremity; with contrast material(s)	False	9	C5411039;C5411040;C5411036;C5411037;C3515861;C5411038;C0918161
73723	CPT	Magnetic resonance (eg, proton) imaging, any joint of lower extremity; without contrast material(s), followed by contrast material(s) and further sequences	False	9	C5411041;C3527539;C5411042;C5411045;C5411043;C5411044;C0918162
73725	CPT	Magnetic resonance angiography, lower extremity, with or without contrast material(s)	False	6	C5696147;C5411046;C5411047;C0373191
74018	CPT	Radiologic examination, abdomen; 1 view	False	5	C3853584
74019	CPT	Radiologic examination, abdomen; 2 views	False	5	C4523441
74021	CPT	Radiologic examination, abdomen; 3 or more views	False	5	C4523442
74022	CPT	Radiologic examination, complete acute abdomen series, including 2 or more views of the abdomen (eg, supine, erect, decubitus), and a single view chest	False	12	C5696148;C3866381;C0373193;C3866382;C5201618;C5201619;C5201620;C5201621;C5201622;C5201623
74150	CPT	Computed tomography, abdomen; without contrast material	False	5	C0202838;C2041478;C5411048
74160	CPT	Computed tomography, abdomen; with contrast material(s)	False	5	C0202840;C5411049
74170	CPT	Computed tomography, abdomen; without contrast material, followed by contrast material(s) and further sections	False	5	C0202841;C3515864;C5411050
74174	CPT	Computed tomographic angiography, abdomen and pelvis, with contrast material(s), including noncontrast images, if performed, and image postprocessing	False	6	C3248117;C5696149;C5411052;C5411051
74175	CPT	Computed tomographic angiography, abdomen, with contrast material(s), including noncontrast images, if performed, and image postprocessing	False	6	C5411054;C5696150;C5411053;C0918163
74176	CPT	Computed tomography, abdomen and pelvis; without contrast material	False	5	C2939268;C2957164;C5411055
74177	CPT	Computed tomography, abdomen and pelvis; with contrast material(s)	False	5	C5411056;C2315935;C3703818
74178	CPT	Computed tomography, abdomen and pelvis; without contrast material in one or both body regions, followed by contrast material(s) and further sections in one or both body regions	False	7	C3703819;C5411058;C2939270;C5411057;C5411059
74181	CPT	Magnetic resonance (eg, proton) imaging, abdomen; without contrast material(s)	False	5	C5411060;C5696151;C0412693
74182	CPT	Magnetic resonance (eg, proton) imaging, abdomen; with contrast material(s)	False	5	C2314953;C5411061
74183	CPT	Magnetic resonance (eg, proton) imaging, abdomen; without contrast material(s), followed by with contrast material(s) and further sequences	False	5	C3515867;C5411062;C0918165
74185	CPT	Magnetic resonance angiography, abdomen, with or without contrast material(s)	False	6	C3515868;C5411064;C5411063;C0373196
74210	CPT	Radiologic examination, pharynx and/or cervical esophagus, including scout neck radiograph(s) and delayed image(s), when performed, contrast (eg, barium) study	False	13	C0373198;C5411070;C5411072;C5696153;C5411068;C5411071;C5411067;C5411069
74220	CPT	Radiologic examination, esophagus, including scout chest radiograph(s) and delayed image(s), when performed; single-contrast (eg, barium) study	False	10	C5411074;C5201632;C5201635;C5201634;C5201633;C5411073
74221	CPT	Radiologic examination, esophagus, including scout chest radiograph(s) and delayed image(s), when performed; double-contrast (eg, high-density barium and effervescent agent) study	False	10	C5201638;C5201639;C5201641;C5201642;C5201643;C5201640
74230	CPT	Radiologic examination, swallowing function, with cineradiography/videoradiography, including scout neck radiograph(s) and delayed image(s), when performed, contrast (eg, barium) study	False	10	C5411077;C5411075;C3515871;C5201644;C5201645;C5411076
74240	CPT	Radiologic examination, upper gastrointestinal tract, including scout abdominal radiograph(s) and delayed image(s), when performed; single-contrast (eg, barium) study	False	10	C5201650;C5201651;C5201652;C5201654;C5201653;C0373200
74246	CPT	Radiologic examination, upper gastrointestinal tract, including scout abdominal radiograph(s) and delayed image(s), when performed; double-contrast (eg, high-density barium and effervescent agent) study, including glucagon, when administered	False	11	C5201659;C5201656;C5201657;C5201658;C5201660;C5201655;C0373202
74248	CPT	Radiologic small intestine follow-through study, including multiple serial images (List separately in addition to code for primary procedure for upper GI radiologic examination)	False	5	C5696155;C5201661;C5201663
74250	CPT	Radiologic examination, small intestine, including multiple serial images and scout abdominal radiograph(s), when performed; single-contrast (eg, barium) study	False	7	C5201669;C5696156;C5201665;C5201668
74251	CPT	Radiologic examination, small intestine, including multiple serial images and scout abdominal radiograph(s), when performed; double-contrast (eg, high-density barium and air via enteroclysis tube) study, including glucagon, when administered	False	13	C0373205;C5201671;C5201675;C5696157;C5201673;C5201672;C5201676;C5201674
74261	CPT	Computed tomographic (CT) colonography, diagnostic, including image postprocessing; without contrast material	False	5	C2724309;C5696158;C5411079
74262	CPT	Computed tomographic (CT) colonography, diagnostic, including image postprocessing; with contrast material(s) including non-contrast images, if performed	False	6	C5411080;C5411081;C2724310;C5696159
74263	CPT	Computed tomographic (CT) colonography, screening, including image postprocessing	False	5	C2724311;C5411082;C5696160
74270	CPT	Radiologic examination, colon, including scout abdominal radiograph(s) and delayed image(s), when performed; single-contrast (eg, barium) study	False	10	C5411083;C5411084;C5696161;C5201679;C5201680;C0373206
74280	CPT	Radiologic examination, colon, including scout abdominal radiograph(s) and delayed image(s), when performed; double-contrast (eg, high density barium and air) study, including glucagon, when administered	False	11	C5696162;C5201684;C5201685;C5201686;C5201683;C5411085;C0373207
74290	CPT	Cholecystography, oral contrast	False	5	C0203079;C3515886
74712	CPT	Magnetic resonance (eg, proton) imaging, fetal, including placental and maternal pelvic imaging when performed; single or first gestation	False	6	C5411120;C5696183;C4051818;C5411121
75557	CPT	Cardiac magnetic resonance imaging for morphology and function without contrast material	False	5	C4545711;C5696187;C5411125
75559	CPT	Cardiac magnetic resonance imaging for morphology and function without contrast material; with stress imaging	False	5	C1964046;C5411126;C5696188
75561	CPT	Cardiac magnetic resonance imaging for morphology and function without contrast material(s), followed by contrast material(s) and further sequences	False	5	C1964048;C5696189;C5411127
75563	CPT	Cardiac magnetic resonance imaging for morphology and function without contrast material(s), followed by contrast material(s) and further sequences; with stress imaging	False	5	C1964050;C5696190;C5411128
75565	CPT	Cardiac magnetic resonance imaging for velocity flow mapping (List separately in addition to code for primary procedure)	False	5	C5411129;C5696191;C2724312
75571	CPT	Computed tomography, heart, without contrast material, with quantitative evaluation of coronary calcium	False	5	C2724313;C3515916;C5411130
75572	CPT	Computed tomography, heart, with contrast material, for evaluation of cardiac structure and morphology (including 3D image postprocessing, assessment of cardiac function, and evaluation of venous structures, if performed)	False	6	C5411132;C2724314;C3703843;C5411131
75573	CPT	Computed tomography, heart, with contrast material, for evaluation of cardiac structure and morphology in the setting of congenital heart disease (including 3D image postprocessing, assessment of left ventricular [LV] cardiac function, right ventricular [RV] structure and function and evaluation of vascular structures, if performed)	False	6	C5411133;C5411134;C2724315;C5696192
75574	CPT	Computed tomographic angiography, heart, coronary arteries and bypass grafts (when present), with contrast material, including 3D image postprocessing (including evaluation of cardiac structure and morphology, assessment of cardiac function, and evaluation of venous structures, if performed)	False	8	C5411136;C2724316;C5411137;C5696193;C5411135;C5411138
75577					
75580	CPT	Noninvasive estimate of coronary fractional flow reserve (FFR) derived from augmentative software analysis of the data set from a coronary computed tomography angiography, with interpretation and report by a physician or other qualified health care professional	False	5	C4523769;C5850683
75635	CPT	Computed tomographic angiography, abdominal aorta and bilateral iliofemoral lower extremity runoff, with contrast material(s), including noncontrast images, if performed, and image postprocessing	False	6	C3703848;C5411144;C5411145;C0918166
76000	CPT	Fluoroscopy (separate procedure), up to 1 hour physician or other qualified health care professional time	False	5	C5411254;C5696243;C0373311
76010	CPT	Radiologic examination from nose to rectum for foreign body, single view, child	False	6	C5696244;C0203055;C3866197
76100	CPT	Radiologic examination, single plane body section (eg, tomography), other than with urography	False	5	C5411257;C5696246;C0373324
76120	CPT	Cineradiography/videoradiography, except where specifically included	False	6	C0373325;C3515978;C3525383;C0008797
76125	CPT	Cineradiography/videoradiography to complement routine examination (List separately in addition to code for primary procedure)	False	6	C5411263;C0202611;C5411262
76376	CPT	3D rendering with interpretation and reporting of computed tomography, magnetic resonance imaging, ultrasound, or other tomographic modality with image postprocessing under concurrent supervision; not requiring image postprocessing on an independent workstation	False	12	C5411267;C5411268;C1609547;C5411269;C5411274;C3515980;C5411273;C5411270;C5411271;C5411272
76377	CPT	3D rendering with interpretation and reporting of computed tomography, magnetic resonance imaging, ultrasound, or other tomographic modality with image postprocessing under concurrent supervision; requiring image postprocessing on an independent workstation	False	12	C1608996;C5411279;C5411280;C5411281;C5411278;C3515981;C5411275;C5411282;C5411277;C5411276
76380	CPT	Computed tomography, limited or localized follow-up study	False	6	C5411283;C0202657;C5696247;C5411284
76391	CPT	Magnetic resonance (eg, vibration) elastography	False	5	C1518156;C5696249;C5411285
